id,name,website,price_url,type,lesson_xpath,evaluation_xpath,track_xpath,road_xpath,test_xpath,other_xpath,package_price,n_lessons,comment
heggtraf7287,"Heggedal trafikkskole",heggedal-trafikkskole.no/,http://www.heggedal-trafikkskole.no/fordelspakker/,B,"//*[@id=""page-10""]/div[1]/div[3]/div/div/div[4]/div/p_DIV_10","//*[@id=""page-10""]/div[1]/div[3]/div/div/div[4]/div/p_DIV_10","//*[@id=""page-10""]/div[1]/div[3]/div/div/div[5]/div/p","//*[@id=""page-10""]/div[1]/div[3]/div/div/div[6]/div/p //*[@id=""page-10""]/div[1]/div[3]/div/div/div[7]/div/p //*[@id=""page-10""]/div[1]/div[3]/div/div/div[8]/div/p //*[@id=""page-10""]/div[1]/div[3]/div/div/div[9]/div/p","//*[@id=""page-10""]/div[1]/div[3]/div/div/div[10]/div/p",,"//*[@id=""page-10""]/div[1]/div[3]/div/div/div[12]/div/p/strong",8,"10 lessons included but says 2 evaluations too?"
