id,name,website,price_url,type,lesson_xpath,evaluation_xpath,track_xpath,road_xpath,test_xpath,other_xpath,package_price,n_lessons,comment
steptraf4752,Step Trafikkskole,steptrafikkskole.no/,,,,,,,,,,,
