id,name,website,price_url,type,lesson_xpath,evaluation_xpath,track_xpath,road_xpath,test_xpath,other_xpath,package_price,n_lessons,comment
mortraas4883,"Morgendagens trafikkskole A/S",morgendagenstrafikkskole.no/,morgendagenstrafikkskole.no/,B,"//*[@id=""panel-29-0-1-0""]/div/div/div/div/table/tbody/tr[1]/td[2]","//*[@id=""panel-29-0-1-0""]/div/div/div/div/table/tbody/tr[4]/td[2]","//*[@id=""panel-29-0-1-0""]/div/div/div/div/table/tbody/tr[6]/td[2]_WITH_NAF","//*[@id=""panel-29-0-1-0""]/div/div/div/div/table/tbody/tr[7]/td[2]","//*[@id=""panel-29-0-1-0""]/div/div/div/div/table/tbody/tr[8]/td[2]",,NO_PACK,0,
