id,name,website,price_url,type,lesson_xpath,evaluation_xpath,track_xpath,road_xpath,test_xpath,other_xpath,hidden_xpath,a12_xpath,a2a_xpath,package_price,n_lessons,comment
lechtraf2624,"Lech-Hanssen's Trafikkskole",lech-hanssen.no/,https://www.lech-hanssen.no/bil.html,B,"//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[21]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[7]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[9]/div/div/table/tbody/tr/td[2]/div_WITH_NAF","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[14]/div/div/table/tbody/tr/td[2]/div/span //*[@id=""wsite-content""]/div[1]/div/div/div/div/div[15]/div/div/table/tbody/tr/td[2]/div/span //*[@id=""wsite-content""]/div[1]/div/div/div/div/div[16]/div/div/table/tbody/tr/td[2]/div/span //*[@id=""wsite-content""]/div[1]/div/div/div/div/div[17]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[19]/div/div/table/tbody/tr/td[2]/div",,,,,NO_PACK,0,
lechtraf2624,"Lech-Hanssen's Trafikkskole",lech-hanssen.no/,https://www.lech-hanssen.no/kl-b-96.html,B96,"//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[7]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[3]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[5]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[6]/div/div/table/tbody/tr/td[2]/div",,,,,,NO_PACK,0,
lechtraf2624,"Lech-Hanssen's Trafikkskole",lech-hanssen.no/,https://www.lech-hanssen.no/kl-be.html,BE,"//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[8]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[3]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[5]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[6]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div[1]/div/div/div/div/div[7]/div/div/table/tbody/tr/td[2]/div",,,,,NO_PACK,0,
lechtraf2624,"Lech-Hanssen's Trafikkskole",lech-hanssen.no/,https://www.lech-hanssen.no/mc.html,A,"//*[@id=""wsite-content""]/div/div/div/div/div/div[10]/div/div/table/tbody/tr/td[2]/div/span","//*[@id=""wsite-content""]/div/div/div/div/div/div[4]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[5]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[7]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[9]/div/div/table/tbody/tr/td[2]/div",,,,,NO_PACK,0,
lechtraf2624,"Lech-Hanssen's Trafikkskole",lech-hanssen.no/,https://www.lech-hanssen.no/mc.html,A2,"//*[@id=""wsite-content""]/div/div/div/div/div/div[10]/div/div/table/tbody/tr/td[2]/div/span","//*[@id=""wsite-content""]/div/div/div/div/div/div[4]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[5]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[8]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[9]/div/div/table/tbody/tr/td[2]/div",,,,,NO_PACK,0,
lechtraf2624,"Lech-Hanssen's Trafikkskole",lech-hanssen.no/,https://www.lech-hanssen.no/lett-mc.html,A1,"//*[@id=""wsite-content""]/div/div/div/div/div/div[10]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[5]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[6]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[8]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[9]/div/div/table/tbody/tr/td[2]/div",,,,,NO_PACK,0,
lechtraf2624,"Lech-Hanssen's Trafikkskole",lech-hanssen.no/,https://www.lech-hanssen.no/moped.html,AM146,"//*[@id=""wsite-content""]/div/div/div/div/div/div[8]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[4]/div/div/table/tbody/tr/td[2]/div/span","//*[@id=""wsite-content""]/div/div/div/div/div/div[5]/div/div/table/tbody/tr/td[2]/div","//*[@id=""wsite-content""]/div/div/div/div/div/div[7]/div/div/table/tbody/tr/td[2]/div",,,,,,NO_PACK,0,
