id,name,website,price_url,type,lesson_xpath,evaluation_xpath,track_xpath,road_xpath,test_xpath,other_xpath,hidden_xpath,a12_xpath,a2a_xpath,package_price,n_lessons,comment
vesbaetr0190,Vestre Bærum trafikkskole,vbtrafikkskole.no/,http://vbtrafikkskole.no/priser/,B,"//*[@id=""post-242""]/div/div[1]/div[1]/div[1]/div/div/div/div[1]/div/table[4]/tbody/tr/td[2]/strong","//*[@id=""post-242""]/div/div[1]/div[1]/div[1]/div/div/div/div[1]/div/table[4]/tbody/tr/td[2]/strong","//*[@id=""post-242""]/div/div[1]/div[1]/div[1]/div/div/div/div[1]/div/table[2]/tbody/tr[1]/td[2]/strong","//*[@id=""post-242""]/div/div[1]/div[1]/div[1]/div/div/div/div[1]/div/table[3]/tbody/tr[2]/td[2]/strong","//*[@id=""post-242""]/div/div[1]/div[1]/div[1]/div/div/div/div[1]/div/table[5]/tbody/tr[1]/td[2]/strong_FRONT",,,,,NO_PACK,0,
