id,name,website,price_url,type,lesson_xpath,evaluation_xpath,track_xpath,road_xpath,test_xpath,other_xpath,hidden_xpath,package_price,n_lessons,comment
maritraf3899,"Marianne trafikkskole",mariannetrafikkskole.no/,mariannetrafikkskole.no/,B,"//*[@id=""post-11969""]/div/div[6]/div/div/div/div[1]/div[2]/div/div/div[2]/div/span[2]",,"//*[@id=""post-11969""]/div/div[6]/div/div/div/div[1]/div[3]/div/div/div[2]/div/span[2]","//*[@id=""post-11969""]/div/div[6]/div/div/div/div[1]/div[4]/div/div/div[2]/div/span[2]",2700_NOT_XPATH,"//*[@id=""post-11969""]/div/div[6]/div/div/div/div[1]/div[2]/div/div/div[2]/div/span[2]",,"//*[@id=""post-11969""]/div/div[3]/div/div[2]/div/div[1]/div[1]/div/div[3]/span/strong_NO_TEST",0,
